dataset,split,class,media_type,extension,relative_path,note
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_35811.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_35839.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3590_jpg.rf.4361eb1ccefa326cec2f26e5fe4e45b4.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3618_jpg.rf.062325e8fa34ae6cf10c670cf98b1ca1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3633_jpg.rf.ca6c85a8bec2781c55df2bf27600097a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3646_jpg.rf.dc3316c09421cb4921cad03a6775c691.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3647_jpg.rf.1f24dc6b590c1634e411c7e0396883cc.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3665_jpg.rf.c76695518449bcc0b2857675cd67a234.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3781_jpg.rf.9c98bb725c904a3a970e5478a30ed50a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3786_jpg.rf.bb61dbe056c3838516aae32ad3cc15a4.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3821_jpg.rf.14d44ae04ac1bf1454fd81a4815b74e5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3823_jpg.rf.c62e5d8b4cb135d1a6ddecc870e6f426.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3847-2-_jpg.rf.1766f59eee0f34f7d985cfa1b71bf3c8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3861_jpg.rf.66a97249a79e8154d2b4f1f2b448b77f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3871_jpg.rf.27ad43bb11f563ad033af0353e57f21f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3899_jpg.rf.f014bfc00e522f370ec94d1e70788b5a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3913_jpg.rf.1aff07f486c1c6e15eabcffe1d2db27a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3927_jpg.rf.ff3808164142549a17331c98d48fb33b.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3955_jpg.rf.605f7f7635cd46385d91138f35091570.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_3981_jpg.rf.e8d1882a1a8736a547f030a1e2394415.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4057_jpg.rf.eb04c943bbe75122f9bb78acd6834f71.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4079_jpg.rf.179dda7f613c962c15488b93e41a05e0.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4099_jpg.rf.9f64a924fbfd2873ea23317766f637bd.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4119_jpg.rf.dda359aa5052e23657321e4c9e09f1ca.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4139_jpg.rf.fe1a6250190a979b0dab9494815da4de.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4157_jpg.rf.b7b868325a9713385af74a34d5f6e018.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4159_jpg.rf.a5771df6c90a5696d5c8a7846eb08cb7.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4187_jpg.rf.27f7ca4daa7bbcc261cec502e06b4a36.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4197_jpg.rf.61a783e5957d813e35df37c16ceb7a3b.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4215_jpg.rf.d46203bb428f79a3b0d54ea4423ba478.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4235_jpg.rf.81b0f52839b90f57e5af47bc32ab236a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4255_jpg.rf.36e8f9c22143701c85258ffcd4b54e3f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4273_jpg.rf.eaf08c2d73f4be0c6fabb6bf13885228.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4279_jpg.rf.e80bd377956c368de12d69acd1346d81.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4303_jpg.rf.db7e64da186c4646269479392fbc0ec5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,G,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\G\frame_4335_jpg.rf.449ee506abc306fc17cc3bbc645549ff.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0037-2-_jpg.rf.ca0790b022657970505b417087ed2d4f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0053_jpg.rf.071b5ae5f78d7a8bcbfd11d6e9c732bf.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0058-2-_jpg.rf.200993c10a754f2c9aed9761707d74d1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0086-2-_jpg.rf.091724a722b62b5a3ddde36b5c1034bb.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0098-3-_jpg.rf.40d7ec739db2ba931f852651c812eca1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0106-4-_jpg.rf.54b6700157da34fb5e906165b0dae7cc.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0110-3-_jpg.rf.d783d441995a5657bdc6367545d5e5c9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0134-2-_jpg.rf.d1371893219ab0b8c342735305b064e5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0134_jpg.rf.f4545a678b431df0e21c9b8e7517df8e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0142_jpg.rf.80731a51c5eafc46b0933e903cac3776.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0158_jpg.rf.063db3b35e09f09f273db8d9f3af3723.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0158_jpg.rf.932d5fda2696446c388a5b9fe83fe873.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0158_jpg.rf.caface168fbce09586552adfb3ca11cf.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0160_jpg.rf.81539459c13c89c041cd7ef8ffe42432.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0162-2-_jpg.rf.cd26357b99db21d160e22e20d474d36d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0182-2-_jpg.rf.19a517e8c43b91c9d19e8812ead4a1f4.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0182-3-_jpg.rf.62f3faf9be306e14da9873b9f44db3dc.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0198-2-_jpg.rf.e79045a4e58bfea9b6f7e17a84aa0374.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0206-3-_jpg.rf.686c96e3d2038ca4a39ae3d5b96402f5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0210-2-_jpg.rf.a464671f5036073f599a40c99cf667d4.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0210-3-_jpg.rf.f6a9e1243c5864c4bda28b2553bf96a7.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0233_jpg.rf.b5f7c885a0ded33bef59bfbc8da48e9a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0234-4-_jpg.rf.ce0419a2d0d71d1ae51bfaa737956aab.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0234_jpg.rf.9ea40113e5795e2cda6bf4e8a322d75a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0246-3-_jpg.rf.68b3bdd062931108557f9b21213d62a8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0250_jpg.rf.034f887fe167c59cf801d358877a7df9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0266-3-_jpg.rf.d03d17842e1ebdeb418ade1944527324.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0270-2-_jpg.rf.36c56282b804a228f476ba01844d6ad1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0282_jpg.rf.7e759a3be4b00940a3f27fa4a45306be.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0294-3-_jpg.rf.3eccdcc00cd4f492f597d68fc986b4dc.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0311_jpg.rf.6346ed1fc7fd150168a39dfa320ced55.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0322-4-_jpg.rf.44f5c390ae559cbfaeb017e817761c1f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0338-3-_jpg.rf.97d3da2beb8b39a3cdcba243264d4d0c.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0339_jpg.rf.ab179cc89ea716d4694799fb01b143d3.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0346-3-_jpg.rf.dc08691ff8159c4e633e34f5e0dd50a0.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0350-2-_jpg.rf.63b976f2c45fddbe338ba98187cdd792.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0362-4-_jpg.rf.505ab6cf9dc319eaa9801b482f7f729a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0370-4-_jpg.rf.a974e650237450830927fb1d7608e37a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0370_jpg.rf.ea5bbdc6f000a2b6ebee9a73f3c91128.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0379_jpg.rf.27031bf7511ef7529adc45477829966d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0386_jpg.rf.97c67b63949dec2cdcb2e3323ca09ee4.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0410-2-_jpg.rf.25572bbaf3d4778ce346652e487c4614.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0410-2-_jpg.rf.47fd3c31073b2d60d512cf5e870f9e15.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0410-3-_jpg.rf.82e788f6f5d0d5feaef3f42e6dd3106d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0426-2-_jpg.rf.6e380468fbbb013eccd720ff144e6012.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0442-2-_jpg.rf.ff290cb0c836f75c74d6f89df6ee096f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0442_jpg.rf.6223bd7822dd3ff63cc85f212fc307a6.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0443_jpg.rf.9e00be83ce3f3beb74d4b7d66f6e4a85.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0454_jpg.rf.0ec755074c39c8aa6f64f8b549f3b666.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0466-2-_jpg.rf.5217f2f171a1d539285da3215818c7c7.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0470-2-_jpg.rf.0637519f2c8a64378b9c4abd6e0a6e28.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0478-3-_jpg.rf.172ddd3dda097f3ebc261e7bc3192b05.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0498-3-_jpg.rf.6f6044a204baeea21fc67573c6012eb8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0510-3-_jpg.rf.7c88b95f40279f4b8b515897c7ae34d6.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0522-5-_jpg.rf.484efb1f3b3c5511b53922cf22f382ea.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0522_jpg.rf.1d98ecae2798f1935f3c788ba02a92a5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0538-2-_jpg.rf.d8303ebdaef0ced2e2506edd5971ad30.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0554_jpg.rf.3e77ef9563c7d9543690f6e8e4ecc178.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0578-2-_jpg.rf.d5d0c74742554273c5cb3fdf5d0b3255.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0593-2-_jpg.rf.492f3fb172de4e167261c98a4523697d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0621_jpg.rf.eebf54d970477513ef52c9d9aa5a9e53.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0622_jpg.rf.7f4b49d137ce7bba285486c496821221.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0631_jpg.rf.b33aa7e286037f13f798557da932e4ee.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0643_jpg.rf.422c56bdcc8f7d1102b70462eb06f865.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0645-3-_jpg.rf.780e44f61b38557a3abff110b9892475.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0665-2-_jpg.rf.9e868022f3e676c99bf3128e23c73a75.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0667_jpg.rf.e6aacffb0d7f7d083b5d4ee7b6534290.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0689_jpg.rf.79bfa359af9d5549f66e6983461dfdb8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0691_jpg.rf.40540775d496eeacc94bd328b3ad219d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0709-2-_jpg.rf.b7756b94f5d7c47023cbdcf77d735c1e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0718_jpg.rf.3e523edb1e17cf2b72f0603273fd23bc.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0730_jpg.rf.ee2ab390c8d5517c52db82e56f0846a5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0743_jpg.rf.cb500743adf96c349ffb89bd74809b14.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0749_jpg.rf.e2f9cda6ee6e4967e2898171ed69f5f4.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0766-2-_jpg.rf.955cd5b2659751554543d0081d1581c8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0777_jpg.rf.4ba047c8596f258cd445af155780f0e2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0802-2-_jpg.rf.211dfd9a296b5fc164db851ac43d98b2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0830_jpg.rf.6f7fdfe3dd16cbb04bb250a76b8ede72.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0837-2-_jpg.rf.c77cc87040489cc43c5369f8eff842e5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0843_jpg.rf.01e1271ff18c0ac841ea60675ff1cee3.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0857_jpg.rf.21c514f6cc53f6aa3ceb3a4505f85323.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0867_jpg.rf.0aa5bf65b1f45f450fe15b863f947403.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0873_jpg.rf.a5562cf62ca3ac6a419262c693436bb6.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0877_jpg.rf.00e05049ec9d9b653876a281bacb6b5f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0878-2-_jpg.rf.f31963a79c5cfa796c297187af2aaeb9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0885-2-_jpg.rf.2d88322bc6185b9bb3210bb4420f460a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0887_jpg.rf.1d171fca8bd1a7c229d02a8edebbf50c.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0899_jpg.rf.a13df6a3f736b01107f8738853f798d4.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0901_jpg.rf.b5bd782de2eefc27c5fce13d6dcca154.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0907_jpg.rf.b2e6d80e322babda9e6a08217a4ae53a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0914_jpg.rf.f84ace2962e684f8ef2913b3d0b900c5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0919_jpg.rf.36cc348a68fa9e723d903dcb24eecda2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0921_jpg.rf.2bfc5a579e060ab5d42ca2d3fe5cb72d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0939_jpg.rf.051a433addfd063abd4734632326d7c8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,H,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\H\frame_0939_jpg.rf.717d328471e542a2f688d5e9619fd905.jpg,
